Age,Gender,Education,Department,JobRole,Shift,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,MonthlyIncome,HourlyRate,OverTime,DistanceFromHome,PerformanceRating,TrainingTimesLastYear,Attrition
63,Male,4,Technical,Lab Technician,Rotating,5.6,3.7,2,2,2,4,4231.29,26.45,No,6.4,3,4,No
53,Female,3,Nursing,Head Nurse,Day,8.1,7.9,1,4,3,3,7771.52,48.57,No,36.0,4,1,Yes
60,Male,2,Support,Maintenance,Night,0.3,0.2,3,3,1,4,3538.44,22.12,No,10.4,4,1,Yes
57,Male,3,Support,Maintenance,Day,4.6,2.5,3,4,2,3,2648.29,16.55,Yes,18.3,4,2,Yes
61,Male,4,Support,Security,Day,3.7,3.2,4,2,3,1,3429.28,21.43,No,7.0,3,4,Yes
58,Male,3,Support,Food Service,Night,1.7,1.6,2,2,2,3,3123.77,19.52,Yes,8.1,3,2,No
54,Male,3,Nursing,Clinical Nurse,Day,1.5,0.7,3,3,2,3,4676.09,29.23,No,10.9,3,1,Yes
57,Female,4,Admin,Admin Staff,Rotating,4.3,3.8,4,4,3,1,3192.17,19.95,Yes,13.0,4,1,Yes
24,Male,3,Nursing,Clinical Nurse,Rotating,6.1,3.0,2,4,2,3,6004.62,37.53,No,5.9,1,1,Yes
30,Male,3,Technical,Lab Technician,Day,0.2,0.1,3,3,1,2,4490.72,28.07,Yes,4.4,2,1,Yes
29,Male,4,Support,Security,Night,4.2,1.8,3,2,1,3,3886.06,24.29,No,2.7,3,2,Yes
54,Female,2,Technical,Lab Technician,Night,0.9,0.6,2,3,3,4,3986.3,24.91,No,5.5,3,3,Yes
27,Male,5,Admin,HR Specialist,Rotating,0.8,0.7,1,4,1,3,4662.88,29.14,No,2.4,4,1,Yes
62,Male,2,Technical,Medical Tech,Night,4.9,3.3,3,3,4,3,4795.26,29.97,Yes,5.4,2,0,Yes
60,Female,1,Nursing,Nurse Practitioner,Day,1.9,0.7,2,3,4,2,6381.02,39.88,No,20.8,3,0,Yes
25,Female,4,Nursing,Clinical Nurse,Day,2.9,1.4,2,1,2,3,4721.11,29.51,No,37.8,4,2,No
34,Male,2,Technical,Medical Tech,Day,2.2,1.5,4,3,4,3,6063.71,37.9,Yes,8.6,3,3,Yes
23,Female,4,Admin,Office Manager,Rotating,5.2,3.7,3,2,3,4,4869.1,30.43,Yes,1.6,3,1,No
26,Female,4,Support,Maintenance,Day,3.2,2.2,4,4,1,4,2622.44,16.39,No,5.6,4,1,Yes
65,Female,4,Nursing,Nurse Practitioner,Day,16.5,5.9,1,3,3,3,8619.54,53.87,No,9.2,1,2,No
48,Male,5,Technical,Medical Tech,Rotating,2.2,1.8,4,3,3,4,5059.23,31.62,Yes,4.6,4,2,Yes
53,Female,2,Admin,Admin Staff,Rotating,6.7,6.3,3,4,1,4,3840.27,24.0,No,2.3,2,0,Yes
42,Male,4,Technical,Pharmacy Tech,Rotating,1.5,1.0,4,1,2,1,4119.12,25.74,No,2.6,2,3,Yes
29,Female,2,Technical,Pharmacy Tech,Night,3.6,2.9,2,2,1,3,4123.27,25.77,No,6.4,3,0,Yes
59,Female,3,Support,Janitor,Night,4.0,3.8,3,3,2,4,3428.81,21.43,Yes,2.4,4,4,No
29,Male,4,Nursing,Head Nurse,Night,2.0,1.5,3,2,2,4,8487.33,53.05,Yes,2.9,3,4,Yes
24,Female,3,Support,Maintenance,Day,3.2,2.5,3,2,3,2,3784.93,23.66,Yes,20.6,1,1,Yes
65,Male,3,Nursing,Nurse Practitioner,Night,1.6,1.3,4,4,1,3,7172.54,44.83,No,15.1,2,2,Yes
24,Female,3,Nursing,Clinical Nurse,Day,0.0,0.0,1,3,1,3,4812.14,30.08,No,1.0,3,3,Yes
43,Female,3,Admin,Office Manager,Day,1.2,0.9,4,1,2,1,6382.43,39.89,Yes,3.9,2,1,Yes
27,Male,5,Technical,Lab Technician,Rotating,6.0,5.4,4,2,4,4,4238.99,26.49,No,7.6,3,4,Yes
23,Male,1,Admin,Admin Staff,Day,7.4,3.7,3,1,2,4,4278.14,26.74,No,1.0,2,5,No
44,Female,3,Technical,Lab Technician,Rotating,1.6,1.5,1,3,2,3,4650.61,29.07,Yes,11.5,3,4,No
65,Male,4,Technical,Medical Tech,Day,2.6,1.9,4,1,2,1,5352.74,33.45,No,4.9,3,1,Yes
23,Male,3,Nursing,Nurse Practitioner,Day,0.2,0.1,3,4,3,4,7578.57,47.37,Yes,5.1,4,1,Yes
59,Male,1,Support,Food Service,Night,1.4,1.0,4,3,2,3,2800.84,17.51,No,3.1,3,1,Yes
38,Female,3,Nursing,Head Nurse,Rotating,7.6,4.4,4,1,1,1,8895.02,55.59,No,4.1,3,1,Yes
56,Female,2,Support,Maintenance,Night,4.7,4.1,1,2,1,2,3835.27,23.97,No,19.8,4,2,Yes
55,Male,2,Nursing,Head Nurse,Rotating,1.2,0.7,3,3,1,2,7634.67,47.72,Yes,15.5,4,1,Yes
44,Male,4,Admin,HR Specialist,Day,1.5,1.4,3,2,3,3,5083.64,31.77,Yes,27.5,3,0,Yes
51,Male,3,Admin,HR Specialist,Rotating,8.5,5.6,4,3,1,2,6947.36,43.42,Yes,12.0,3,4,No
29,Male,5,Nursing,Head Nurse,Day,1.2,0.9,2,4,2,1,8507.52,53.17,Yes,8.6,3,4,Yes
43,Male,4,Admin,HR Specialist,Rotating,2.0,2.0,2,2,3,4,5955.18,37.22,No,3.0,3,2,Yes
65,Female,3,Nursing,Clinical Nurse,Day,5.5,2.2,4,2,2,4,5567.76,34.8,No,11.0,2,2,No
57,Male,1,Nursing,Nurse,Rotating,4.1,3.4,1,4,3,1,5836.13,36.48,No,23.7,3,1,No
26,Male,3,Nursing,Head Nurse,Night,3.1,1.2,3,2,2,2,7623.83,47.65,Yes,1.0,4,1,Yes
34,Male,2,Admin,Receptionist,Day,11.5,10.2,2,1,4,3,4571.31,28.57,No,5.9,3,2,No
50,Female,5,Technical,Medical Tech,Rotating,1.2,0.9,3,2,4,2,5689.37,35.56,Yes,1.6,3,2,No
52,Female,2,Doctors,Surgeon,Day,6.8,6.5,3,4,3,2,24214.17,151.34,No,16.6,4,2,Yes
37,Female,2,Support,Food Service,Day,0.9,0.8,2,4,4,2,3229.4,20.18,Yes,9.5,3,3,No
63,Male,3,Doctors,Surgeon,Rotating,4.8,1.7,4,2,1,4,16684.64,104.28,No,21.2,3,3,No
51,Male,2,Doctors,Doctor,Day,10.2,4.1,1,3,3,4,15069.18,94.18,Yes,1.0,3,4,Yes
37,Male,2,Doctors,Resident,Day,3.1,2.2,2,1,2,4,5273.75,32.96,Yes,23.6,3,0,Yes
33,Male,3,Admin,Admin Staff,Night,6.4,4.3,2,3,3,3,4044.88,25.28,No,1.0,3,2,Yes
38,Female,1,Doctors,Specialist,Rotating,8.6,3.6,3,2,2,3,20356.16,127.23,No,3.4,3,0,Yes
37,Female,1,Nursing,Head Nurse,Day,0.7,0.3,2,1,2,3,6665.13,41.66,No,1.7,3,2,Yes
33,Female,3,Technical,Lab Technician,Night,6.1,4.3,1,4,4,3,3595.21,22.47,Yes,1.6,4,3,No
29,Female,4,Technical,Lab Technician,Night,12.6,4.2,4,2,1,3,4932.56,30.83,No,1.9,2,3,No
41,Male,3,Nursing,Head Nurse,Rotating,4.3,3.9,2,1,3,3,5885.76,36.79,Yes,6.5,4,0,Yes
24,Female,3,Technical,Medical Tech,Rotating,1.0,0.9,2,4,3,1,5831.1,36.44,No,15.3,2,5,No
37,Male,3,Nursing,Nurse Practitioner,Rotating,0.7,0.6,2,3,2,2,9060.42,56.63,Yes,22.9,3,1,Yes
51,Male,3,Nursing,Clinical Nurse,Night,1.5,0.5,2,3,2,4,6196.87,38.73,No,8.4,3,2,Yes
44,Female,5,Nursing,Nurse Practitioner,Day,0.5,0.2,1,4,1,2,6180.53,38.63,No,1.7,4,5,No
49,Male,1,Technical,Pharmacy Tech,Day,3.6,2.5,1,3,4,2,3937.14,24.61,No,1.0,3,1,Yes
61,Male,3,Technical,Lab Technician,Night,0.4,0.4,1,1,4,3,5043.08,31.52,No,6.8,4,1,Yes
26,Male,4,Technical,Radiology Tech,Rotating,1.3,0.7,1,1,3,2,4859.98,30.37,No,14.5,3,1,No
41,Female,4,Nursing,Clinical Nurse,Night,2.9,1.6,2,2,4,1,6004.19,37.53,Yes,9.7,4,2,Yes
61,Female,2,Admin,Admin Staff,Day,3.2,1.3,3,1,1,2,4461.3,27.88,Yes,8.7,2,2,Yes
65,Male,2,Technical,Lab Technician,Night,4.2,3.2,3,3,2,3,4437.03,27.73,Yes,1.0,3,1,No
22,Female,4,Nursing,Nurse,Night,6.1,4.6,1,1,2,2,5420.15,33.88,No,5.3,4,2,No
51,Male,1,Doctors,Resident,Night,0.2,0.1,4,2,3,3,5508.66,34.43,Yes,8.0,3,1,Yes
42,Male,4,Nursing,Nurse,Night,0.4,0.3,4,1,1,1,5725.83,35.79,No,9.1,4,2,Yes
41,Female,4,Nursing,Head Nurse,Night,0.3,0.2,4,2,3,1,6219.66,38.87,Yes,1.0,3,4,Yes
27,Female,4,Admin,Admin Staff,Day,2.8,1.8,2,3,3,4,3356.19,20.98,No,2.2,4,1,Yes
43,Female,2,Doctors,Doctor,Rotating,0.2,0.2,3,2,1,4,12806.94,80.04,No,29.9,2,1,No
39,Male,4,Nursing,Nurse Practitioner,Night,6.9,6.0,1,2,1,3,7634.8,47.72,No,7.1,3,3,No
29,Female,3,Nursing,Nurse,Day,1.3,1.0,4,4,1,1,5274.87,32.97,Yes,12.2,3,0,Yes
60,Female,4,Nursing,Clinical Nurse,Day,14.0,10.2,1,3,3,2,6768.57,42.3,No,3.7,4,1,No
53,Female,1,Nursing,Clinical Nurse,Rotating,3.3,3.0,2,3,2,4,4660.66,29.13,No,8.8,3,2,Yes
54,Male,1,Nursing,Head Nurse,Rotating,3.0,2.8,3,3,2,1,5738.88,35.87,Yes,4.4,3,2,No
37,Female,3,Admin,Office Manager,Day,7.6,4.3,3,3,3,4,5501.03,34.38,No,3.5,3,1,Yes
33,Female,2,Doctors,Resident,Day,6.2,2.6,3,1,1,3,5860.49,36.63,Yes,5.3,4,1,Yes
59,Male,3,Admin,Admin Staff,Day,4.7,4.1,1,1,2,3,3660.39,22.88,Yes,6.2,3,4,Yes
55,Female,5,Technical,Radiology Tech,Day,13.7,6.2,2,3,3,3,8522.04,53.26,No,4.0,3,1,Yes
35,Male,3,Technical,Medical Tech,Night,2.7,2.6,4,2,3,3,4195.72,26.22,Yes,3.0,3,4,Yes
57,Female,4,Nursing,Head Nurse,Night,8.3,2.6,4,1,3,2,6544.68,40.9,No,9.8,3,1,No
54,Female,1,Nursing,Head Nurse,Night,2.4,2.3,3,2,1,3,6480.15,40.5,Yes,4.8,4,2,No
44,Female,2,Technical,Pharmacy Tech,Night,9.1,6.5,3,1,1,4,5727.9,35.8,No,2.3,1,1,Yes
23,Female,1,Nursing,Nurse Practitioner,Day,1.5,1.3,1,4,3,1,9126.99,57.04,No,14.2,4,0,No
62,Female,2,Nursing,Nurse,Day,1.7,1.0,2,2,1,2,5866.38,36.66,No,12.9,3,3,Yes
42,Male,5,Nursing,Clinical Nurse,Day,5.7,5.6,2,1,4,2,5600.04,35.0,Yes,21.8,4,1,Yes
23,Male,1,Doctors,Doctor,Day,1.2,0.5,3,3,2,3,10479.79,65.5,No,8.1,3,3,No
48,Female,3,Doctors,Doctor,Day,1.3,0.6,3,3,2,1,11164.29,69.78,Yes,3.3,2,1,Yes
30,Male,3,Support,Security,Night,1.8,0.6,2,3,2,4,3129.58,19.56,No,19.9,3,3,No
22,Male,5,Support,Security,Rotating,5.7,5.4,1,2,4,3,4251.49,26.57,No,3.3,4,0,Yes
32,Female,2,Admin,HR Specialist,Rotating,11.0,6.8,2,2,3,4,6975.25,43.6,Yes,10.7,4,3,Yes
24,Male,2,Admin,Admin Staff,Rotating,5.6,4.3,1,3,2,4,3521.15,22.01,Yes,2.1,3,1,No
44,Male,1,Nursing,Clinical Nurse,Night,8.8,6.9,3,2,3,2,7169.41,44.81,No,9.9,4,3,Yes
47,Female,3,Nursing,Nurse,Night,3.9,3.6,1,2,2,1,5967.06,37.29,Yes,18.4,3,3,No
25,Male,2,Nursing,Nurse,Day,0.4,0.3,3,4,2,4,5625.38,35.16,Yes,7.8,3,2,Yes
39,Female,4,Nursing,Nurse,Rotating,0.5,0.4,3,2,2,3,4263.43,26.65,Yes,6.4,2,0,Yes
27,Female,3,Nursing,Nurse Practitioner,Day,4.0,3.2,2,2,2,1,7027.01,43.92,No,50.0,2,1,Yes
56,Female,3,Nursing,Nurse Practitioner,Day,2.0,1.6,1,2,2,4,6643.65,41.52,Yes,1.0,3,4,Yes
43,Male,3,Nursing,Clinical Nurse,Day,1.2,0.5,3,1,1,3,5124.82,32.03,No,4.0,2,5,No
64,Female,1,Support,Food Service,Rotating,3.1,1.2,1,2,1,2,3019.43,18.87,No,25.1,3,2,Yes
36,Female,3,Doctors,Doctor,Rotating,5.5,1.9,3,1,1,3,16435.47,102.72,No,10.3,4,3,Yes
43,Female,5,Support,Food Service,Rotating,2.4,1.4,3,1,2,4,2741.97,17.14,No,7.8,3,2,No
58,Male,4,Admin,Receptionist,Night,8.1,5.3,2,2,4,1,3882.22,24.26,No,10.2,3,3,No
63,Female,4,Admin,Admin Staff,Night,6.7,4.9,3,1,3,2,4740.0,29.62,No,3.9,3,1,No
33,Female,4,Nursing,Clinical Nurse,Rotating,6.6,6.4,4,3,4,2,5293.3,33.08,Yes,1.0,2,4,Yes
63,Female,2,Nursing,Nurse Practitioner,Night,21.1,11.2,2,3,2,4,9951.22,62.2,No,3.2,3,2,No
59,Female,2,Nursing,Nurse,Rotating,1.7,1.5,4,2,2,4,5284.24,33.03,No,4.1,3,2,Yes
39,Female,1,Support,Janitor,Day,5.2,3.5,1,4,3,3,3208.57,20.05,No,6.5,3,0,Yes
56,Female,2,Support,Janitor,Day,9.7,4.4,3,3,3,3,3818.63,23.87,Yes,5.0,3,1,Yes
51,Male,2,Nursing,Head Nurse,Rotating,4.3,3.2,3,3,3,2,8652.14,54.08,No,7.4,3,2,No
45,Female,3,Nursing,Nurse,Day,7.8,7.6,4,2,3,3,6298.82,39.37,No,2.2,3,1,No
63,Male,3,Admin,Receptionist,Rotating,2.7,1.0,1,4,3,4,3622.5,22.64,Yes,2.0,4,1,No
51,Male,4,Nursing,Nurse Practitioner,Night,4.5,2.9,2,4,3,3,7019.67,43.87,No,4.3,3,1,No
35,Male,4,Admin,Admin Staff,Rotating,0.3,0.1,1,2,3,4,4240.32,26.5,Yes,6.4,3,0,Yes
27,Female,5,Nursing,Head Nurse,Day,21.3,11.2,4,3,4,3,11743.55,73.4,No,4.2,4,4,No
24,Male,1,Admin,HR Specialist,Night,8.0,5.9,2,3,4,1,5777.82,36.11,Yes,8.6,3,0,Yes
37,Female,1,Nursing,Head Nurse,Night,10.2,9.0,4,2,2,4,7482.62,46.77,Yes,3.7,4,3,Yes
28,Female,3,Admin,Receptionist,Night,5.9,4.8,2,2,1,2,3561.04,22.26,No,2.0,3,2,Yes
35,Male,2,Nursing,Head Nurse,Night,1.0,0.6,1,1,1,3,8479.52,53.0,No,19.9,4,1,No
30,Male,2,Admin,Office Manager,Rotating,0.2,0.1,2,1,1,3,4554.1,28.46,Yes,2.2,2,3,No
36,Male,2,Support,Maintenance,Night,10.0,5.1,3,1,1,4,4155.96,25.97,Yes,34.0,3,1,Yes
42,Female,2,Nursing,Head Nurse,Day,2.5,2.1,4,3,2,2,8243.77,51.52,No,43.7,3,2,Yes
56,Female,3,Technical,Medical Tech,Rotating,1.5,1.0,2,3,1,4,5908.62,36.93,No,11.9,2,2,Yes
23,Female,3,Technical,Lab Technician,Day,4.1,3.8,4,4,3,4,4690.98,29.32,Yes,7.0,3,1,Yes
48,Male,3,Support,Security,Day,2.7,2.3,2,3,1,1,4253.21,26.58,No,15.9,3,0,Yes
23,Female,3,Technical,Radiology Tech,Day,5.3,4.9,3,2,3,4,5272.98,32.96,No,20.7,3,3,Yes
56,Female,3,Doctors,Surgeon,Rotating,3.3,1.5,3,1,1,2,17704.45,110.65,No,12.4,3,2,No
39,Female,2,Technical,Lab Technician,Day,6.0,4.6,2,4,4,1,4269.6,26.68,Yes,1.1,3,1,Yes
35,Female,2,Nursing,Nurse,Day,9.6,7.8,1,2,3,4,4314.55,26.97,Yes,1.0,3,0,Yes
41,Male,2,Admin,HR Specialist,Rotating,1.1,0.9,2,3,2,2,5033.88,31.46,Yes,2.1,2,2,Yes
39,Male,4,Support,Food Service,Rotating,2.0,1.3,1,1,4,3,2563.43,16.02,Yes,2.1,4,3,No
31,Male,4,Technical,Pharmacy Tech,Day,2.9,0.9,4,3,1,3,5530.71,34.57,No,2.0,3,3,Yes
46,Male,3,Support,Maintenance,Rotating,16.4,7.9,4,2,4,2,4011.28,25.07,Yes,7.1,3,2,Yes
23,Male,2,Technical,Lab Technician,Rotating,2.3,1.2,3,1,3,3,4818.47,30.12,Yes,7.3,2,2,Yes
46,Male,3,Technical,Medical Tech,Day,2.4,2.2,3,3,2,1,4762.83,29.77,No,12.8,3,2,Yes
54,Male,3,Technical,Medical Tech,Rotating,5.3,4.7,2,3,1,2,4597.12,28.73,No,2.2,3,0,No
57,Female,3,Technical,Radiology Tech,Night,2.7,1.0,1,2,1,4,5021.76,31.39,Yes,1.0,3,2,Yes
52,Female,3,Admin,Receptionist,Night,15.1,14.6,4,4,4,4,3521.91,22.01,No,11.0,4,4,No
35,Female,3,Support,Maintenance,Night,11.2,4.8,3,2,3,3,3151.39,19.7,No,6.6,4,3,No
22,Female,3,Technical,Radiology Tech,Night,3.6,2.1,3,1,2,2,5367.14,33.54,No,11.0,3,1,Yes
37,Male,4,Technical,Lab Technician,Day,5.2,2.3,3,4,2,3,4809.13,30.06,No,4.8,3,1,Yes
24,Female,2,Doctors,Resident,Rotating,0.3,0.3,2,2,1,4,5602.3,35.01,Yes,13.9,4,3,Yes
56,Male,4,Nursing,Nurse Practitioner,Day,5.9,4.9,1,4,1,1,8152.97,50.96,No,11.5,4,2,No
62,Female,2,Nursing,Nurse,Night,6.1,3.4,3,4,4,1,4175.4,26.1,No,10.5,1,6,No
27,Male,1,Support,Security,Day,2.2,1.7,2,1,2,4,4164.99,26.03,No,1.0,3,6,No
46,Female,5,Doctors,Doctor,Rotating,1.2,0.5,4,2,2,3,10687.66,66.8,Yes,19.5,3,5,Yes
34,Male,5,Nursing,Clinical Nurse,Day,12.3,7.0,2,1,4,1,6073.03,37.96,Yes,4.7,2,1,No
55,Male,1,Nursing,Nurse,Night,2.8,1.6,2,2,2,1,4701.62,29.39,Yes,1.5,1,2,Yes
29,Female,3,Technical,Lab Technician,Day,5.3,2.5,1,3,2,4,5247.37,32.8,No,14.1,3,2,No
42,Male,2,Technical,Lab Technician,Rotating,0.2,0.2,3,2,2,3,4181.21,26.13,No,6.7,1,3,Yes
55,Female,3,Technical,Pharmacy Tech,Night,2.7,2.1,3,1,3,2,4700.15,29.38,No,1.0,1,1,Yes
25,Female,4,Doctors,Resident,Rotating,8.5,4.2,2,3,3,4,8058.3,50.36,Yes,15.2,2,4,No
46,Female,5,Admin,HR Specialist,Day,2.5,1.2,3,3,1,4,5761.85,36.01,Yes,5.7,4,3,Yes
36,Female,3,Nursing,Nurse Practitioner,Day,4.6,1.4,3,3,3,1,6874.62,42.97,No,14.1,4,2,Yes
25,Female,3,Nursing,Clinical Nurse,Night,1.2,0.6,2,3,3,3,4894.38,30.59,No,14.1,3,0,Yes
33,Male,3,Technical,Radiology Tech,Rotating,2.7,1.8,2,3,3,2,7473.21,46.71,No,1.1,3,1,No
53,Female,2,Nursing,Head Nurse,Day,13.1,6.5,2,4,4,3,8548.91,53.43,No,9.5,3,6,Yes
53,Female,5,Doctors,Surgeon,Day,4.2,3.3,2,2,2,2,19740.29,123.38,No,4.5,3,2,No
49,Female,4,Admin,Office Manager,Day,11.6,6.8,3,3,1,2,5929.73,37.06,No,7.9,2,4,Yes
34,Male,3,Admin,HR Specialist,Night,11.6,6.1,1,2,3,3,7514.16,46.96,No,1.0,4,1,No
52,Female,2,Support,Security,Day,14.4,13.8,2,4,1,3,3573.4,22.33,Yes,8.9,2,3,Yes
35,Female,2,Nursing,Nurse Practitioner,Rotating,11.3,5.5,2,2,1,2,7837.54,48.98,No,15.0,3,4,Yes
41,Female,1,Technical,Radiology Tech,Day,0.0,0.0,2,4,1,1,5609.09,35.06,No,43.3,4,3,Yes
39,Male,4,Nursing,Nurse,Day,13.6,7.7,4,3,3,4,5828.12,36.43,No,3.9,2,1,Yes
50,Male,3,Nursing,Nurse Practitioner,Day,0.7,0.3,1,3,1,2,9823.66,61.4,No,1.7,4,2,Yes
27,Male,2,Admin,Receptionist,Night,0.2,0.1,3,3,2,3,2601.86,16.26,Yes,4.6,1,2,No
53,Female,3,Nursing,Clinical Nurse,Night,0.3,0.1,1,2,1,1,5239.25,32.75,No,1.0,4,1,No
50,Female,4,Technical,Radiology Tech,Day,2.1,1.9,4,3,3,3,5165.98,32.29,No,5.3,3,1,Yes
64,Female,2,Admin,Admin Staff,Rotating,4.8,4.1,4,2,3,1,4418.69,27.62,No,24.6,4,1,No
23,Male,4,Nursing,Nurse,Day,2.6,2.0,2,4,1,2,4711.94,29.45,Yes,2.2,3,0,Yes
44,Male,4,Nursing,Head Nurse,Night,0.1,0.1,4,3,3,3,7326.44,45.79,No,6.5,3,3,Yes
40,Female,5,Doctors,Surgeon,Night,3.2,2.1,2,4,3,2,18574.76,116.09,Yes,8.5,4,0,Yes
52,Female,3,Technical,Medical Tech,Day,2.9,1.4,1,2,3,3,5498.1,34.36,Yes,2.0,3,4,Yes
26,Female,2,Admin,Admin Staff,Rotating,7.1,2.5,2,1,2,1,4133.02,25.83,Yes,4.0,3,3,Yes
40,Male,3,Doctors,Specialist,Rotating,1.6,0.9,2,3,3,2,15293.38,95.58,No,24.2,3,4,Yes
55,Female,2,Technical,Medical Tech,Day,1.2,0.8,2,2,4,3,5255.9,32.85,No,3.5,3,2,Yes
31,Male,2,Doctors,Resident,Night,1.5,0.5,2,4,1,1,6127.34,38.3,Yes,10.1,3,2,Yes
46,Female,3,Nursing,Nurse Practitioner,Day,1.8,0.7,2,3,2,1,9349.22,58.43,Yes,1.5,3,1,Yes
23,Male,3,Doctors,Resident,Night,4.6,2.2,3,1,2,2,6860.36,42.88,Yes,11.1,4,1,Yes
32,Female,4,Doctors,Surgeon,Day,3.2,1.8,2,3,3,1,23964.9,149.78,No,3.3,1,1,Yes
52,Male,1,Technical,Pharmacy Tech,Rotating,2.1,1.2,1,3,3,1,4269.8,26.69,Yes,2.6,3,4,No
36,Female,3,Doctors,Specialist,Day,2.3,0.9,3,3,1,2,13443.05,84.02,No,1.3,4,2,Yes
30,Female,4,Support,Janitor,Day,2.3,1.1,2,3,1,1,2590.98,16.19,No,1.0,1,1,Yes
44,Female,4,Nursing,Nurse Practitioner,Day,18.0,8.7,1,2,4,4,9090.1,56.81,No,34.4,3,1,Yes
40,Male,4,Support,Maintenance,Day,1.3,0.5,1,2,3,1,3068.98,19.18,No,5.3,2,2,Yes
30,Male,4,Admin,Admin Staff,Night,8.5,4.5,3,3,4,4,3701.97,23.14,No,15.0,3,4,No
56,Male,5,Doctors,Resident,Day,6.2,2.2,2,1,4,4,8316.7,51.98,No,25.3,3,3,No
42,Female,2,Nursing,Head Nurse,Rotating,0.0,0.0,4,3,2,1,7049.63,44.06,No,2.3,4,0,Yes
30,Male,3,Admin,HR Specialist,Day,24.9,14.2,1,3,1,1,7859.32,49.12,Yes,20.4,3,2,No
49,Female,1,Technical,Lab Technician,Night,7.1,3.7,1,4,3,1,5449.98,34.06,No,12.3,3,0,Yes
28,Female,1,Technical,Lab Technician,Night,5.7,2.2,2,4,2,3,3857.72,24.11,No,8.6,4,1,Yes
37,Female,2,Nursing,Clinical Nurse,Rotating,2.6,1.2,4,3,2,3,6461.79,40.39,Yes,16.6,3,2,Yes
37,Male,2,Admin,HR Specialist,Rotating,4.1,1.9,3,2,2,3,5630.2,35.19,No,1.2,3,3,Yes
54,Female,2,Nursing,Nurse,Rotating,1.5,1.4,2,2,4,3,4021.08,25.13,Yes,3.1,3,1,No
25,Male,2,Support,Security,Rotating,0.2,0.2,1,2,1,2,3885.04,24.28,No,1.4,2,1,Yes
25,Female,1,Support,Security,Day,9.0,2.8,3,1,1,4,3893.39,24.33,No,22.6,4,0,Yes
60,Female,5,Nursing,Head Nurse,Rotating,11.3,8.3,2,3,3,2,8789.99,54.94,Yes,1.0,4,1,Yes
61,Male,1,Technical,Medical Tech,Rotating,0.9,0.4,3,4,4,4,6090.77,38.07,Yes,39.1,4,0,No
38,Male,4,Support,Maintenance,Day,7.7,2.9,3,2,4,2,4313.9,26.96,No,1.2,4,1,No
58,Female,2,Admin,HR Specialist,Night,6.8,5.4,2,2,3,2,7074.32,44.21,No,10.8,3,1,No
60,Female,5,Technical,Radiology Tech,Day,1.0,0.4,1,3,1,4,5655.5,35.35,Yes,10.8,4,4,Yes
50,Male,4,Admin,HR Specialist,Night,2.7,1.7,3,4,2,3,6195.84,38.72,No,26.8,3,2,No
57,Female,3,Doctors,Specialist,Night,2.7,2.0,3,1,4,3,14505.06,90.66,No,3.9,4,1,Yes
59,Male,3,Nursing,Nurse Practitioner,Night,7.1,4.9,4,2,2,3,10417.87,65.11,Yes,4.0,3,2,Yes
60,Male,1,Nursing,Clinical Nurse,Night,9.1,8.9,2,4,3,4,5736.85,35.86,No,18.7,1,3,Yes
58,Female,5,Admin,HR Specialist,Rotating,0.5,0.4,3,1,2,4,5211.16,32.57,No,38.4,2,2,No
56,Female,4,Nursing,Nurse Practitioner,Night,4.1,3.5,1,3,1,3,10116.06,63.23,Yes,1.0,2,2,Yes
28,Female,4,Technical,Lab Technician,Rotating,7.2,3.9,2,3,3,2,5501.65,34.39,No,10.1,3,0,Yes
48,Male,3,Nursing,Nurse,Day,7.7,2.4,3,2,4,3,6629.13,41.43,Yes,2.8,2,3,No
49,Female,2,Admin,HR Specialist,Day,0.8,0.7,4,2,4,4,4987.3,31.17,No,13.0,3,2,Yes
43,Male,4,Support,Food Service,Night,3.7,3.7,2,4,4,3,2634.28,16.46,Yes,14.8,2,3,Yes
35,Male,2,Admin,Admin Staff,Day,9.7,5.7,3,1,3,4,5249.38,32.81,No,14.4,3,1,Yes
28,Female,3,Admin,Office Manager,Day,1.9,1.9,3,2,3,2,5976.92,37.36,Yes,5.7,3,2,No
58,Male,1,Support,Janitor,Night,2.8,1.1,2,3,4,4,3284.01,20.53,Yes,1.7,3,2,No
43,Female,5,Support,Maintenance,Night,8.2,4.1,4,2,1,1,4068.82,25.43,Yes,8.8,2,2,No
26,Female,2,Nursing,Nurse,Night,0.5,0.2,3,3,4,2,5620.41,35.13,Yes,15.6,3,1,No
23,Male,2,Admin,Admin Staff,Day,9.8,6.2,3,4,3,3,4720.12,29.5,No,24.3,2,5,Yes
48,Male,3,Support,Food Service,Day,1.9,1.6,3,4,4,3,3503.21,21.9,No,6.0,2,1,Yes
42,Male,4,Admin,Admin Staff,Night,0.0,0.0,2,2,3,2,3011.02,18.82,No,2.8,3,3,Yes
59,Male,3,Admin,Admin Staff,Day,1.3,1.2,4,2,1,4,4614.42,28.84,No,1.3,4,2,Yes
36,Female,2,Nursing,Clinical Nurse,Day,0.5,0.3,2,1,1,4,4494.2,28.09,Yes,16.0,4,2,No
42,Female,1,Nursing,Clinical Nurse,Day,0.5,0.3,1,4,2,4,4100.62,25.63,Yes,7.7,4,3,Yes
